머리,가슴,다리,손,발,방어력,힘,민첩,지능,의지,크리티컬 저항,스태미나,세트보너스 방어력,세트보너스 힘
헤레몬 헬름,아마겟돈 스케일 메일,+3 레지나 숏 스커트,헤레몬 건틀릿,스켈레톤 부츠,5828,761,309,229,258,81,5,196,73
헤레몬 헬름,아마겟돈 스케일 메일,+3 레지나 숏 스커트,헤레몬 건틀릿,+3 수호의 레지나 웰링턴 부츠,6352,816,303,396,256,78,0,306,113
헤레몬 헬름,아마겟돈 스케일 메일,+3 레지나 숏 스커트,아마겟돈 스케일 건틀릿,블랙펄 부츠,5843,740,290,218,244,76,0,135,60
헤레몬 헬름,아마겟돈 스케일 메일,+3 레지나 숏 스커트,아마겟돈 스케일 건틀릿,노블레스 부츠,5769,773,289,220,244,78,0,135,60
헤레몬 헬름,아마겟돈 스케일 메일,+3 레지나 숏 스커트,아마겟돈 스케일 건틀릿,헤레몬 부츠,5953,835,293,219,247,77,0,331,133
헤레몬 헬름,아마겟돈 스케일 메일,+3 레지나 숏 스커트,아마겟돈 스케일 건틀릿,아마겟돈 스케일 부츠,5872,797,281,209,238,75,0,210,90
헤레몬 헬름,아마겟돈 스케일 메일,+3 레지나 숏 스커트,아마겟돈 스케일 건틀릿,스켈레톤 부츠,5807,751,296,219,250,77,5,135,60
헤레몬 헬름,아마겟돈 스케일 메일,+3 레지나 숏 스커트,아마겟돈 스케일 건틀릿,+3 수호의 레지나 웰링턴 부츠,6331,806,290,386,248,74,0,245,100
헤레몬 헬름,아마겟돈 스케일 메일,+3 레지나 숏 스커트,스켈레톤 건틀릿,블랙펄 부츠,5619,665,305,228,254,78,5,0,0
헤레몬 헬름,아마겟돈 스케일 메일,+3 레지나 숏 스커트,스켈레톤 건틀릿,노블레스 부츠,5545,698,304,230,254,80,5,0,0
헤레몬 헬름,아마겟돈 스케일 메일,+3 레지나 숏 스커트,스켈레톤 건틀릿,헤레몬 부츠,5729,760,308,229,257,79,5,196,73
헤레몬 헬름,아마겟돈 스케일 메일,+3 레지나 숏 스커트,스켈레톤 건틀릿,아마겟돈 스케일 부츠,5708,752,296,219,248,77,5,135,60
헤레몬 헬름,아마겟돈 스케일 메일,+3 레지나 숏 스커트,스켈레톤 건틀릿,스켈레톤 부츠,5774,751,311,229,260,79,10,191,75
헤레몬 헬름,아마겟돈 스케일 메일,+3 레지나 숏 스커트,스켈레톤 건틀릿,+3 수호의 레지나 웰링턴 부츠,6107,731,305,396,258,76,5,110,40
헤레몬 헬름,아마겟돈 스케일 메일,+3 레지나 숏 스커트,+3 레지나 글로브,블랙펄 부츠,6029,716,306,396,267,76,0,110,40
헤레몬 헬름,아마겟돈 스케일 메일,+3 레지나 숏 스커트,+3 레지나 글로브,노블레스 부츠,5955,749,305,398,267,78,0,110,40
헤레몬 헬름,아마겟돈 스케일 메일,+3 레지나 숏 스커트,+3 레지나 글로브,헤레몬 부츠,6139,811,309,397,270,77,0,306,113
헤레몬 헬름,아마겟돈 스케일 메일,+3 레지나 숏 스커트,+3 레지나 글로브,아마겟돈 스케일 부츠,6118,803,297,387,261,75,0,245,100
헤레몬 헬름,아마겟돈 스케일 메일,+3 레지나 숏 스커트,+3 레지나 글로브,스켈레톤 부츠,5993,727,312,397,273,77,5,110,40
헤레몬 헬름,아마겟돈 스케일 메일,+3 레지나 숏 스커트,+3 레지나 글로브,+3 수호의 레지나 웰링턴 부츠,6462,762,306,564,271,74,0,165,60
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,블랙펄 건틀릿,블랙펄 부츠,5417,711,298,67,208,77,7,222,92
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,블랙펄 건틀릿,노블레스 부츠,5323,720,297,69,208,79,7,202,68
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,블랙펄 건틀릿,헤레몬 부츠,5507,782,301,68,211,78,7,398,141
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,블랙펄 건틀릿,아마겟돈 스케일 부츠,5351,714,289,58,202,76,7,202,68
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,블랙펄 건틀릿,스켈레톤 부츠,5552,773,304,68,214,78,12,393,143
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,블랙펄 건틀릿,+3 수호의 레지나 웰링턴 부츠,5775,713,298,235,212,75,7,202,68
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,노블레스 건틀릿,블랙펄 부츠,5404,719,296,69,257,80,7,202,68
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,노블레스 건틀릿,노블레스 부츠,5318,759,295,71,257,82,7,190,75
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,노블레스 건틀릿,헤레몬 부츠,5312,746,299,70,260,81,7,196,73
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,노블레스 건틀릿,아마겟돈 스케일 부츠,5156,678,287,60,251,79,7,0,0
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,노블레스 건틀릿,스켈레톤 부츠,5357,737,302,70,263,81,12,191,75
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,노블레스 건틀릿,+3 수호의 레지나 웰링턴 부츠,5580,677,296,237,261,78,7,0,0
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,헤레몬 건틀릿,블랙펄 부츠,5611,783,302,68,249,80,7,398,141
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,헤레몬 건틀릿,노블레스 부츠,5335,748,301,70,249,82,7,196,73
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,헤레몬 건틀릿,헤레몬 부츠,5342,764,305,69,252,81,7,215,100
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,헤레몬 건틀릿,아마겟돈 스케일 부츠,5363,742,293,59,243,79,7,196,73
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,헤레몬 건틀릿,스켈레톤 부츠,5564,801,308,69,255,81,12,387,148
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,헤레몬 건틀릿,+3 수호의 레지나 웰링턴 부츠,5787,741,302,236,253,78,7,196,73
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,아마겟돈 스케일 건틀릿,블랙펄 부츠,5455,713,289,58,241,76,7,202,68
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,아마겟돈 스케일 건틀릿,노블레스 부츠,5179,678,288,60,241,78,7,0,0
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,아마겟돈 스케일 건틀릿,헤레몬 부츠,5363,740,292,59,244,77,7,196,73
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,아마겟돈 스케일 건틀릿,아마겟돈 스케일 부츠,5342,732,280,49,235,75,7,135,60
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,아마겟돈 스케일 건틀릿,스켈레톤 부츠,5408,731,295,59,247,77,12,191,75
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,아마겟돈 스케일 건틀릿,+3 수호의 레지나 웰링턴 부츠,5631,671,289,226,245,74,7,0,0
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,스켈레톤 건틀릿,블랙펄 부츠,5557,773,304,68,251,78,12,393,143
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,스켈레톤 건틀릿,노블레스 부츠,5281,738,303,70,251,80,12,191,75
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,스켈레톤 건틀릿,헤레몬 부츠,5465,800,307,69,254,79,12,387,148
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,스켈레톤 건틀릿,아마겟돈 스케일 부츠,5309,732,295,59,245,77,12,191,75
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,스켈레톤 건틀릿,스켈레톤 부츠,5344,744,310,69,257,79,17,216,103
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,스켈레톤 건틀릿,+3 수호의 레지나 웰링턴 부츠,5733,731,304,236,255,76,12,191,75
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,+3 레지나 글로브,블랙펄 부츠,5666,709,305,236,264,76,7,202,68
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,+3 레지나 글로브,노블레스 부츠,5390,674,304,238,264,78,7,0,0
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,+3 레지나 글로브,헤레몬 부츠,5574,736,308,237,267,77,7,196,73
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,+3 레지나 글로브,아마겟돈 스케일 부츠,5418,668,296,227,258,75,7,0,0
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,+3 레지나 글로브,스켈레톤 부츠,5619,727,311,237,270,77,12,191,75
헤레몬 헬름,스켈레톤 메일,블랙펄 그리브즈,+3 레지나 글로브,+3 수호의 레지나 웰링턴 부츠,5952,707,305,404,268,74,7,110,40
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,블랙펄 건틀릿,블랙펄 부츠,5351,722,299,69,215,78,7,202,68
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,블랙펄 건틀릿,노블레스 부츠,5265,762,298,71,215,80,7,190,75
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,블랙펄 건틀릿,헤레몬 부츠,5259,749,302,70,218,79,7,196,73
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,블랙펄 건틀릿,아마겟돈 스케일 부츠,5103,681,290,60,209,77,7,0,0
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,블랙펄 건틀릿,스켈레톤 부츠,5304,740,305,70,221,79,12,191,75
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,블랙펄 건틀릿,+3 수호의 레지나 웰링턴 부츠,5527,680,299,237,219,76,7,0,0
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,노블레스 건틀릿,블랙펄 부츠,5346,761,297,71,264,81,7,190,75
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,노블레스 건틀릿,노블레스 부츠,5297,822,296,73,264,83,7,215,103
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,노블레스 건틀릿,헤레몬 부츠,5456,856,300,72,267,82,7,386,148
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,노블레스 건틀릿,아마겟돈 스케일 부츠,5300,788,288,62,258,80,7,190,75
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,노블레스 건틀릿,스켈레톤 부츠,5501,847,303,72,270,82,12,381,150
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,노블레스 건틀릿,+3 수호의 레지나 웰링턴 부츠,5724,787,297,239,268,79,7,190,75
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,헤레몬 건틀릿,블랙펄 부츠,5363,750,303,70,256,81,7,196,73
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,헤레몬 건틀릿,노블레스 부츠,5479,858,302,72,256,83,7,386,148
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,헤레몬 건틀릿,헤레몬 부츠,5296,799,306,71,259,82,7,215,100
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,헤레몬 건틀릿,아마겟돈 스케일 부츠,5317,777,294,61,250,80,7,196,73
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,헤레몬 건틀릿,스켈레톤 부츠,5518,836,309,71,262,82,12,387,148
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,헤레몬 건틀릿,+3 수호의 레지나 웰링턴 부츠,5741,776,303,238,260,79,7,196,73
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,아마겟돈 스케일 건틀릿,블랙펄 부츠,5207,680,290,60,248,77,7,0,0
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,아마겟돈 스케일 건틀릿,노블레스 부츠,5323,788,289,62,248,79,7,190,75
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,아마겟돈 스케일 건틀릿,헤레몬 부츠,5317,775,293,61,251,78,7,196,73
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,아마겟돈 스케일 건틀릿,아마겟돈 스케일 부츠,5296,767,281,51,242,76,7,135,60
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,아마겟돈 스케일 건틀릿,스켈레톤 부츠,5362,766,296,61,254,78,12,191,75
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,아마겟돈 스케일 건틀릿,+3 수호의 레지나 웰링턴 부츠,5585,706,290,228,252,75,7,0,0
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,스켈레톤 건틀릿,블랙펄 부츠,5309,740,305,70,258,79,12,191,75
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,스켈레톤 건틀릿,노블레스 부츠,5425,848,304,72,258,81,12,381,150
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,스켈레톤 건틀릿,헤레몬 부츠,5419,835,308,71,261,80,12,387,148
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,스켈레톤 건틀릿,아마겟돈 스케일 부츠,5263,767,296,61,252,78,12,191,75
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,스켈레톤 건틀릿,스켈레톤 부츠,5298,779,311,71,264,80,17,216,103
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,스켈레톤 건틀릿,+3 수호의 레지나 웰링턴 부츠,5687,766,305,238,262,77,12,191,75
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,+3 레지나 글로브,블랙펄 부츠,5418,676,306,238,271,77,7,0,0
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,+3 레지나 글로브,노블레스 부츠,5534,784,305,240,271,79,7,190,75
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,+3 레지나 글로브,헤레몬 부츠,5528,771,309,239,274,78,7,196,73
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,+3 레지나 글로브,아마겟돈 스케일 부츠,5372,703,297,229,265,76,7,0,0
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,+3 레지나 글로브,스켈레톤 부츠,5573,762,312,239,277,78,12,191,75
헤레몬 헬름,스켈레톤 메일,노블레스 그리브즈,+3 레지나 글로브,+3 수호의 레지나 웰링턴 부츠,5906,742,306,406,275,75,7,110,40
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,블랙펄 건틀릿,블랙펄 부츠,5556,786,306,68,210,79,7,398,141
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,블랙펄 건틀릿,노블레스 부츠,5280,751,305,70,210,81,7,196,73
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,블랙펄 건틀릿,헤레몬 부츠,5287,767,309,69,213,80,7,215,100
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,블랙펄 건틀릿,아마겟돈 스케일 부츠,5308,745,297,59,204,78,7,196,73
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,블랙펄 건틀릿,스켈레톤 부츠,5509,804,312,69,216,80,12,387,148
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,블랙펄 건틀릿,+3 수호의 레지나 웰링턴 부츠,5732,744,306,236,214,77,7,196,73
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,노블레스 건틀릿,블랙펄 부츠,5361,750,304,70,259,82,7,196,73
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,노블레스 건틀릿,노블레스 부츠,5477,858,303,72,259,84,7,386,148
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,노블레스 건틀릿,헤레몬 부츠,5294,799,307,71,262,83,7,215,100
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,노블레스 건틀릿,아마겟돈 스케일 부츠,5315,777,295,61,253,81,7,196,73
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,노블레스 건틀릿,스켈레톤 부츠,5516,836,310,71,265,83,12,387,148
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,노블레스 건틀릿,+3 수호의 레지나 웰링턴 부츠,5739,776,304,238,263,80,7,196,73
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,헤레몬 건틀릿,블랙펄 부츠,5391,768,310,69,251,82,7,215,100
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,헤레몬 건틀릿,노블레스 부츠,5317,801,309,71,251,84,7,215,100
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,헤레몬 건틀릿,헤레몬 부츠,5378,820,313,70,254,83,7,288,130
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,헤레몬 건틀릿,아마겟돈 스케일 부츠,5345,795,301,60,245,81,7,215,100
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,헤레몬 건틀릿,스켈레톤 부츠,5546,854,316,70,257,83,12,406,175
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,헤레몬 건틀릿,+3 수호의 레지나 웰링턴 부츠,5769,794,310,237,255,80,7,215,100
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,아마겟돈 스케일 건틀릿,블랙펄 부츠,5412,744,297,59,243,78,7,196,73
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,아마겟돈 스케일 건틀릿,노블레스 부츠,5338,777,296,61,243,80,7,196,73
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,아마겟돈 스케일 건틀릿,헤레몬 부츠,5345,793,300,60,246,79,7,215,100
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,아마겟돈 스케일 건틀릿,아마겟돈 스케일 부츠,5501,831,288,50,237,77,7,331,133
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,아마겟돈 스케일 건틀릿,스켈레톤 부츠,5567,830,303,60,249,79,12,387,148
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,아마겟돈 스케일 건틀릿,+3 수호의 레지나 웰링턴 부츠,5790,770,297,227,247,76,7,196,73
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,스켈레톤 건틀릿,블랙펄 부츠,5514,804,312,69,253,80,12,387,148
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,스켈레톤 건틀릿,노블레스 부츠,5440,837,311,71,253,82,12,387,148
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,스켈레톤 건틀릿,헤레몬 부츠,5447,853,315,70,256,81,12,406,175
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,스켈레톤 건틀릿,아마겟돈 스케일 부츠,5468,831,303,60,247,79,12,387,148
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,스켈레톤 건틀릿,스켈레톤 부츠,5503,843,318,70,259,81,17,412,176
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,스켈레톤 건틀릿,+3 수호의 레지나 웰링턴 부츠,5892,830,312,237,257,78,12,387,148
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,+3 레지나 글로브,블랙펄 부츠,5623,740,313,237,266,78,7,196,73
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,+3 레지나 글로브,노블레스 부츠,5549,773,312,239,266,80,7,196,73
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,+3 레지나 글로브,헤레몬 부츠,5556,789,316,238,269,79,7,215,100
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,+3 레지나 글로브,아마겟돈 스케일 부츠,5577,767,304,228,260,77,7,196,73
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,+3 레지나 글로브,스켈레톤 부츠,5778,826,319,238,272,79,12,387,148
헤레몬 헬름,스켈레톤 메일,헤레몬 그리브즈,+3 레지나 글로브,+3 수호의 레지나 웰링턴 부츠,6111,806,313,405,270,76,7,306,113
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,블랙펄 건틀릿,블랙펄 부츠,5400,716,289,58,202,76,7,202,68
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,블랙펄 건틀릿,노블레스 부츠,5124,681,288,60,202,78,7,0,0
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,블랙펄 건틀릿,헤레몬 부츠,5308,743,292,59,205,77,7,196,73
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,블랙펄 건틀릿,아마겟돈 스케일 부츠,5287,735,280,49,196,75,7,135,60
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,블랙펄 건틀릿,스켈레톤 부츠,5353,734,295,59,208,77,12,191,75
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,블랙펄 건틀릿,+3 수호의 레지나 웰링턴 부츠,5576,674,289,226,206,74,7,0,0
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,노블레스 건틀릿,블랙펄 부츠,5205,680,287,60,251,79,7,0,0
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,노블레스 건틀릿,노블레스 부츠,5321,788,286,62,251,81,7,190,75
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,노블레스 건틀릿,헤레몬 부츠,5315,775,290,61,254,80,7,196,73
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,노블레스 건틀릿,아마겟돈 스케일 부츠,5294,767,278,51,245,78,7,135,60
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,노블레스 건틀릿,스켈레톤 부츠,5360,766,293,61,257,80,12,191,75
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,노블레스 건틀릿,+3 수호의 레지나 웰링턴 부츠,5583,706,287,228,255,77,7,0,0
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,헤레몬 건틀릿,블랙펄 부츠,5412,744,293,59,243,79,7,196,73
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,헤레몬 건틀릿,노블레스 부츠,5338,777,292,61,243,81,7,196,73
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,헤레몬 건틀릿,헤레몬 부츠,5345,793,296,60,246,80,7,215,100
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,헤레몬 건틀릿,아마겟돈 스케일 부츠,5501,831,284,50,237,78,7,331,133
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,헤레몬 건틀릿,스켈레톤 부츠,5567,830,299,60,249,80,12,387,148
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,헤레몬 건틀릿,+3 수호의 레지나 웰링턴 부츠,5790,770,293,227,247,77,7,196,73
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,아마겟돈 스케일 건틀릿,블랙펄 부츠,5391,734,280,49,235,75,7,135,60
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,아마겟돈 스케일 건틀릿,노블레스 부츠,5317,767,279,51,235,77,7,135,60
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,아마겟돈 스케일 건틀릿,헤레몬 부츠,5501,829,283,50,238,76,7,331,133
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,아마겟돈 스케일 건틀릿,아마겟돈 스케일 부츠,5420,791,271,40,229,74,7,210,90
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,아마겟돈 스케일 건틀릿,스켈레톤 부츠,5546,820,286,50,241,76,12,326,135
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,아마겟돈 스케일 건틀릿,+3 수호의 레지나 웰링턴 부츠,5769,760,280,217,239,73,7,135,60
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,스켈레톤 건틀릿,블랙펄 부츠,5358,734,295,59,245,77,12,191,75
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,스켈레톤 건틀릿,노블레스 부츠,5284,767,294,61,245,79,12,191,75
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,스켈레톤 건틀릿,헤레몬 부츠,5468,829,298,60,248,78,12,387,148
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,스켈레톤 건틀릿,아마겟돈 스케일 부츠,5447,821,286,50,239,76,12,326,135
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,스켈레톤 건틀릿,스켈레톤 부츠,5347,773,301,60,251,78,17,216,103
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,스켈레톤 건틀릿,+3 수호의 레지나 웰링턴 부츠,5736,760,295,227,249,75,12,191,75
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,+3 레지나 글로브,블랙펄 부츠,5467,670,296,227,258,75,7,0,0
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,+3 레지나 글로브,노블레스 부츠,5393,703,295,229,258,77,7,0,0
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,+3 레지나 글로브,헤레몬 부츠,5577,765,299,228,261,76,7,196,73
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,+3 레지나 글로브,아마겟돈 스케일 부츠,5556,757,287,218,252,74,7,135,60
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,+3 레지나 글로브,스켈레톤 부츠,5622,756,302,228,264,76,12,191,75
헤레몬 헬름,스켈레톤 메일,아마겟돈 스케일 그리브즈,+3 레지나 글로브,+3 수호의 레지나 웰링턴 부츠,5955,736,296,395,262,73,7,110,40
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,블랙펄 건틀릿,블랙펄 부츠,5556,774,303,68,212,78,14,393,143
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,블랙펄 건틀릿,노블레스 부츠,5280,739,302,70,212,80,14,191,75
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,블랙펄 건틀릿,헤레몬 부츠,5464,801,306,69,215,79,14,387,148
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,블랙펄 건틀릿,아마겟돈 스케일 부츠,5308,733,294,59,206,77,14,191,75
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,블랙펄 건틀릿,스켈레톤 부츠,5343,745,309,69,218,79,19,216,103
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,블랙펄 건틀릿,+3 수호의 레지나 웰링턴 부츠,5732,732,303,236,216,76,14,191,75
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,노블레스 건틀릿,블랙펄 부츠,5361,738,301,70,261,81,14,191,75
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,노블레스 건틀릿,노블레스 부츠,5477,846,300,72,261,83,14,381,150
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,노블레스 건틀릿,헤레몬 부츠,5471,833,304,71,264,82,14,387,148
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,노블레스 건틀릿,아마겟돈 스케일 부츠,5315,765,292,61,255,80,14,191,75
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,노블레스 건틀릿,스켈레톤 부츠,5350,777,307,71,267,82,19,216,103
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,노블레스 건틀릿,+3 수호의 레지나 웰링턴 부츠,5739,764,301,238,265,79,14,191,75
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,헤레몬 건틀릿,블랙펄 부츠,5568,802,307,69,253,81,14,387,148
헤레몬 헬름,스켈레톤 메일,스켈레톤 그리브즈,헤레몬 건틀릿,노블레스 부츠,5494,835,306,71,253,83,14,387,148
